topic,year,pubs,cites
Isotope Analysis in Ecology,1989,1,44
Isotope Analysis in Ecology,1990,1,23
Isotope Analysis in Ecology,1995,1,6
Isotope Analysis in Ecology,1997,1,4
Isotope Analysis in Ecology,1998,1,261
Isotope Analysis in Ecology,1999,2,45
Isotope Analysis in Ecology,2001,3,112
Isotope Analysis in Ecology,2003,1,0
Isotope Analysis in Ecology,2004,1,18
Isotope Analysis in Ecology,2005,1,0
Isotope Analysis in Ecology,2007,1,0
Isotope Analysis in Ecology,2008,2,191
Isotope Analysis in Ecology,2009,1,0
Isotope Analysis in Ecology,2010,3,32
Isotope Analysis in Ecology,2011,3,1
Isotope Analysis in Ecology,2012,4,82
Isotope Analysis in Ecology,2013,4,142
Isotope Analysis in Ecology,2014,11,147
Isotope Analysis in Ecology,2015,2,99
Isotope Analysis in Ecology,2016,3,55
Isotope Analysis in Ecology,2017,5,205
Isotope Analysis in Ecology,2018,3,18
Isotope Analysis in Ecology,2019,5,41
Isotope Analysis in Ecology,2020,2,14
Isotope Analysis in Ecology,2021,6,34
Isotope Analysis in Ecology,2022,3,9
Isotope Analysis in Ecology,2023,6,6
Isotope Analysis in Ecology,2024,2,3
Iterative Learning Control Systems,2025,1,7
Jury Decision Making Processes,2009,1,0
Karst Systems and Hydrogeology,2000,1,12
Karst Systems and Hydrogeology,2010,1,6
Karst Systems and Hydrogeology,2017,1,0
Karst Systems and Hydrogeology,2018,3,14
Karst Systems and Hydrogeology,2020,3,17
Karst Systems and Hydrogeology,2021,2,9
Karst Systems and Hydrogeology,2022,1,2
Karst Systems and Hydrogeology,2024,1,5
Land Rights and Reforms,2025,1,0
Land Use and Ecosystem Services,2011,1,0
Land Use and Ecosystem Services,2019,1,0
Land Use and Ecosystem Services,2022,1,28
Landfill Environmental Impact Studies,2020,2,91
Landfill Environmental Impact Studies,2021,2,24
Landfill Environmental Impact Studies,2025,1,0
Landfill Environmental Impact Studies,2026,1,0
Landslides and related hazards,1986,1,396
Landslides and related hazards,1993,2,45
Landslides and related hazards,2004,3,32
Landslides and related hazards,2005,3,153
Landslides and related hazards,2006,2,3
Landslides and related hazards,2007,2,72
Landslides and related hazards,2008,5,185
Landslides and related hazards,2009,5,243
Landslides and related hazards,2010,3,75
Landslides and related hazards,2011,2,203
Landslides and related hazards,2012,2,91
Landslides and related hazards,2013,3,58
Landslides and related hazards,2014,3,31
Landslides and related hazards,2015,1,33
Landslides and related hazards,2016,3,53
Landslides and related hazards,2017,2,4
Landslides and related hazards,2018,4,70
Landslides and related hazards,2019,5,84
Landslides and related hazards,2020,7,85
Landslides and related hazards,2021,1,9
Landslides and related hazards,2022,3,54
Landslides and related hazards,2023,3,24
Landslides and related hazards,2024,4,2
Language and Culture,1993,1,2
"Language, Linguistics, Cultural Analysis",2025,2,0
Lanthanide and Transition Metal Complexes,2013,1,0
Lanthanide and Transition Metal Complexes,2019,1,79
Lanthanide and Transition Metal Complexes,2020,2,42
Laser Material Processing Techniques,2024,1,1
Laser-Ablation Synthesis of Nanoparticles,2026,1,0
Laser-induced spectroscopy and plasma,2004,1,0
Laser-induced spectroscopy and plasma,2010,1,5
Laser-induced spectroscopy and plasma,2012,1,44
Laser-Matter Interactions and Applications,2011,1,18
Laser-Matter Interactions and Applications,2012,1,46
Laser-Matter Interactions and Applications,2017,1,4
Laser-Matter Interactions and Applications,2018,3,70
Lattice Boltzmann Simulation Studies,1986,1,46
Lattice Boltzmann Simulation Studies,1998,1,36
Lattice Boltzmann Simulation Studies,2013,1,4
Lattice Boltzmann Simulation Studies,2014,3,54
Lattice Boltzmann Simulation Studies,2015,1,20
Lattice Boltzmann Simulation Studies,2016,1,44
Lattice Boltzmann Simulation Studies,2019,2,152
Lattice Boltzmann Simulation Studies,2020,4,82
Lattice Boltzmann Simulation Studies,2021,2,2
Lattice Boltzmann Simulation Studies,2022,1,15
Lattice Boltzmann Simulation Studies,2023,3,14
Lattice Boltzmann Simulation Studies,2024,1,34
Lattice Boltzmann Simulation Studies,2025,2,0
Layered Double Hydroxides Synthesis and Applications,2014,1,34
Layered Double Hydroxides Synthesis and Applications,2016,1,236
Leadership and Management in Organizations,2018,1,0
Learning Styles and Cognitive Differences,2022,2,5
Legal and Labor Studies,2003,1,0
Legal and Labor Studies,2008,1,12
Legal and Policy Analysis in Indonesia,2021,1,14
Legal and Social Justice Studies,2021,1,14
Leprosy Research and Treatment,2015,1,0
Library Science and Information Systems,2017,2,0
Lichen and fungal ecology,1986,1,33
Lichen and fungal ecology,2002,1,1
Life Cycle Costing Analysis,2013,1,0
Lightning and Electromagnetic Phenomena,2019,2,0
Lignin and Wood Chemistry,2012,1,0
Lignin and Wood Chemistry,2025,1,6
Lipid Membrane Structure and Behavior,2004,1,47
Lipid Membrane Structure and Behavior,2023,1,0
Lipid metabolism and biosynthesis,2008,1,64
Lipid metabolism and biosynthesis,2018,1,7
Lipid metabolism and biosynthesis,2020,1,4
Liquid Crystal Research Advancements,2003,2,103
Liquid Crystal Research Advancements,2004,1,47
Local Government Finance and Decentralization,2016,1,0
Logistics and Infrastructure Analysis,2012,1,19
Low-power high-performance VLSI design,2024,1,4
Lubricants and Their Additives,2014,1,8
Lubricants and Their Additives,2017,1,32
Lubricants and Their Additives,2021,1,16
Lubricants and Their Additives,2022,1,3
Lubricants and Their Additives,2023,1,4
Lubricants and Their Additives,2026,1,0
Luminescence and Fluorescent Materials,2009,1,11
Luminescence and Fluorescent Materials,2010,1,17
Luminescence and Fluorescent Materials,2016,1,88
Luminescence and Fluorescent Materials,2017,1,30
Luminescence and Fluorescent Materials,2018,2,34
Luminescence and Fluorescent Materials,2019,2,297
Luminescence and Fluorescent Materials,2020,4,293
Luminescence and Fluorescent Materials,2021,2,36
Luminescence and Fluorescent Materials,2022,1,23
Luminescence and Fluorescent Materials,2023,1,1
Luminescence and Fluorescent Materials,2024,2,27
Luminescence and Fluorescent Materials,2025,1,2
Luminescence and Fluorescent Materials,2026,1,0
Luminescence Properties of Advanced Materials,2017,1,101
Luminescence Properties of Advanced Materials,2022,1,13
Lung Cancer Research Studies,2018,1,0
Machine Learning and Data Classification,2016,1,0
Machine Learning and ELM,2012,1,67
Machine Learning and ELM,2015,1,71
Machine Learning and ELM,2023,1,22
Machine Learning in Bioinformatics,2013,1,0
Machine Learning in Healthcare,2025,1,0
Machine Learning in Materials Science,2002,1,0
Machine Learning in Materials Science,2006,1,15
Machine Learning in Materials Science,2016,1,5
Machine Learning in Materials Science,2021,1,1
Machine Learning in Materials Science,2022,1,2
Machine Learning in Materials Science,2023,3,112
Machine Learning in Materials Science,2024,4,22
Machine Learning in Materials Science,2025,3,10
Magnesium Oxide Properties and Applications,2018,1,4
Magnesium Oxide Properties and Applications,2021,1,18
Magnesium Oxide Properties and Applications,2022,1,8
Magnesium Oxide Properties and Applications,2023,1,8
Magnesium Oxide Properties and Applications,2024,1,3
Magnetic and Electromagnetic Effects,2012,1,18
Magnetic and Electromagnetic Effects,2021,1,34
Magnetic and Electromagnetic Effects,2025,2,5
Magnetic and transport properties of perovskites and related materials,2008,2,1
Magnetic and transport properties of perovskites and related materials,2015,1,90
Magnetic and transport properties of perovskites and related materials,2016,1,9
Magnetic and transport properties of perovskites and related materials,2017,2,19
Magnetic and transport properties of perovskites and related materials,2018,4,184
Magnetic and transport properties of perovskites and related materials,2019,2,36
Magnetic and transport properties of perovskites and related materials,2021,1,1
Magnetic and transport properties of perovskites and related materials,2022,1,19
Magnetic and transport properties of perovskites and related materials,2024,1,3
Magnetic and transport properties of perovskites and related materials,2025,2,0
Magnetic Bearings and Levitation Dynamics,2013,1,1
Magnetic confinement fusion research,2001,1,0
Magnetic confinement fusion research,2010,1,5
Magnetic confinement fusion research,2012,1,44
Magnetic confinement fusion research,2013,1,2
Magnetic Properties and Applications,1985,1,8
Magnetic Properties and Applications,2024,2,7
Magnetic Properties and Applications,2025,1,0
Magnetic Properties and Synthesis of Ferrites,2015,1,13
Magnetic Properties of Alloys,2025,1,0
Magnetic properties of thin films,2024,1,7
Magnetism in coordination complexes,2019,1,79
Magnetism in coordination complexes,2020,1,133
Magnetism in coordination complexes,2023,1,0
Magnetism in coordination complexes,2024,1,4
Management and Optimization Techniques,2019,1,0
Management of metastatic bone disease,2015,1,4
"Management, Economics, and Public Policy",2001,1,0
"Management, Economics, and Public Policy",2018,1,0
Manufacturing Process and Optimization,2006,1,1
Manufacturing Process and Optimization,2012,1,3
Manufacturing Process and Optimization,2015,1,0
Manufacturing Process and Optimization,2018,1,0
Manufacturing Process and Optimization,2020,1,0
Manufacturing Process and Optimization,2023,1,0
Marine and coastal ecosystems,2011,1,34
Marine and coastal ecosystems,2012,1,39
Marine and coastal ecosystems,2014,2,90
Marine and coastal ecosystems,2015,2,57
Marine and coastal ecosystems,2018,3,37
Marine and coastal ecosystems,2019,3,34
Marine and coastal ecosystems,2020,1,13
Marine and coastal ecosystems,2022,2,9
Marine and coastal ecosystems,2024,3,4
Marine and Coastal Ecosystems,2022,1,2
Marine and coastal plant biology,2013,2,27
Marine and coastal plant biology,2019,1,11
Marine and coastal plant biology,2022,2,6
Marine and coastal plant biology,2023,2,5
Marine and Coastal Research,2019,1,0
Marine and Coastal Research,2023,2,0
Marine and environmental studies,1990,1,0
Marine and environmental studies,1991,3,10
Marine and environmental studies,1992,3,51
Marine and environmental studies,1997,3,22
Marine and environmental studies,1998,1,20
Marine and environmental studies,1999,2,28
Marine and environmental studies,2000,1,4
Marine and environmental studies,2002,4,558
Marine and environmental studies,2003,1,0
Marine and environmental studies,2004,1,18
Marine and environmental studies,2005,8,263
Marine and environmental studies,2006,2,805
Marine and environmental studies,2007,2,101
Marine and environmental studies,2009,1,1
Marine and environmental studies,2010,3,46
Marine and environmental studies,2011,2,16
Marine and environmental studies,2012,4,76
Marine and environmental studies,2013,3,11
Marine and environmental studies,2014,3,34
Marine and environmental studies,2015,3,17
Marine and environmental studies,2016,3,10
Marine and environmental studies,2017,5,8
Marine and environmental studies,2018,5,5
Marine and environmental studies,2019,2,5
Marine and environmental studies,2020,2,0
Marine and environmental studies,2021,1,11
Marine and environmental studies,2022,5,3
Marine and environmental studies,2023,5,6
Marine and environmental studies,2024,5,10
Marine and environmental studies,2025,3,4
Marine and fisheries research,2018,1,3
Marine and fisheries research,2019,2,4
Marine and fisheries research,2022,2,10
Marine and Offshore Engineering Studies,2014,1,32
Marine and Offshore Engineering Studies,2017,2,14
Marine and Offshore Engineering Studies,2018,1,91
Marine and Offshore Engineering Studies,2021,1,7
Marine animal studies overview,2023,1,5
Marine Biology and Ecology Research,1983,1,3
Marine Biology and Ecology Research,1985,1,93
Marine Biology and Ecology Research,1987,2,63
Marine Biology and Ecology Research,1989,2,58
Marine Biology and Ecology Research,1990,2,50
Marine Biology and Ecology Research,1996,2,140
Marine Biology and Ecology Research,1997,2,26
Marine Biology and Ecology Research,1998,1,261
Marine Biology and Ecology Research,1999,1,29
Marine Biology and Ecology Research,2000,1,4
Marine Biology and Ecology Research,2001,1,79
Marine Biology and Ecology Research,2002,1,29
Marine Biology and Ecology Research,2005,3,33
Marine Biology and Ecology Research,2008,1,56
Marine Biology and Ecology Research,2009,1,3
Marine Biology and Ecology Research,2010,3,34
Marine Biology and Ecology Research,2011,3,10
Marine Biology and Ecology Research,2012,3,57
Marine Biology and Ecology Research,2013,2,7
Marine Biology and Ecology Research,2014,2,43
Marine Biology and Ecology Research,2015,3,19
Marine Biology and Ecology Research,2016,6,70
Marine Biology and Ecology Research,2017,2,4
Marine Biology and Ecology Research,2018,8,55
Marine Biology and Ecology Research,2019,4,24
Marine Biology and Ecology Research,2020,2,0
Marine Biology and Ecology Research,2021,7,30
Marine Biology and Ecology Research,2022,11,74
Marine Biology and Ecology Research,2023,6,17
Marine Biology and Ecology Research,2024,6,18
Marine Biology and Ecology Research,2025,4,0
Marine Biology and Environmental Chemistry,2015,1,21
Marine Biology and Environmental Chemistry,2017,1,1
Marine Biology and Environmental Chemistry,2018,1,17
Marine Biology and Environmental Chemistry,2020,1,8
Marine Biology and Environmental Chemistry,2021,1,5
Marine Biology and Environmental Chemistry,2024,1,11
Marine Bivalve and Aquaculture Studies,2023,1,0
Marine Bivalve and Aquaculture Studies,2024,1,5
Marine Ecology and Invasive Species,2015,1,21
Marine Ecology and Invasive Species,2018,1,17
Marine Invertebrate Physiology and Ecology,2002,1,106
Marine Invertebrate Physiology and Ecology,2004,1,18
Marine Invertebrate Physiology and Ecology,2007,1,95
Marine Sponges and Natural Products,2007,1,8
Marine Sponges and Natural Products,2021,2,25
Marine Sponges and Natural Products,2022,1,23
Marine Sponges and Natural Products,2024,1,7
Marine Toxins and Detection Methods,2010,1,11
Marine Toxins and Detection Methods,2011,1,34
Marine Toxins and Detection Methods,2012,2,82
Marine Toxins and Detection Methods,2018,1,0
Maritime and Coastal Archaeology,2018,1,5
Maritime and Coastal Archaeology,2019,2,4
Maritime and Coastal Archaeology,2022,2,0
Maritime and Coastal Archaeology,2024,1,0
Maritime and Coastal Archaeology,2025,1,0
Maritime Transport Emissions and Efficiency,2025,1,0
Market Dynamics and Volatility,2010,2,17
Market Dynamics and Volatility,2011,3,33
Market Dynamics and Volatility,2012,2,27
Market Dynamics and Volatility,2013,2,15
Market Dynamics and Volatility,2016,2,7
Market Dynamics and Volatility,2017,1,14
Market Dynamics and Volatility,2019,1,8
Market Dynamics and Volatility,2021,1,10
Mass Spectrometry Techniques and Applications,1996,1,26
Mass Spectrometry Techniques and Applications,1998,1,24
Mass Spectrometry Techniques and Applications,1999,3,339
Mass Spectrometry Techniques and Applications,2000,1,1
Mass Spectrometry Techniques and Applications,2001,1,8
Mass Spectrometry Techniques and Applications,2002,1,23
Mass Spectrometry Techniques and Applications,2003,1,24
